epoch,loss
1,0.022193978210130045
2,0.016793836719326435
3,0.015344545445455018
4,0.014783080396873335
5,0.014364601633641668
6,0.014027174562215805
7,0.01353650839538664
8,0.013241371440310632
9,0.013137503386905757
10,0.012915197920094254
11,0.012739171404191243
12,0.012542099721970098
13,0.01238620399387293
14,0.012306626415460981
15,0.01217765994970837
16,0.012278625391103247
17,0.01196784611230576
18,0.011909145311081922
19,0.011827320261027223
20,0.011785139319717242
21,0.011790632590731626
22,0.011656228162508497
23,0.011578101784952225
24,0.01152672259117006
25,0.011464065771990566
26,0.011397321217803544
27,0.0114466609553464
28,0.011412206696726943
29,0.011226483981215184
30,0.01129127379947452
31,0.011187014560545645
32,0.011139485985040665
33,0.011088339321475515
34,0.011110345893088848
35,0.011011490207766332
36,0.011066567022553694
37,0.010964699970778598
38,0.011007629835637666
39,0.010965190677633208
40,0.01094604207463162
41,0.010910957260558041
42,0.010800766748606517
43,0.010837337813310085
44,0.010849028044650632
45,0.0108354425518423
46,0.01079222591974402
47,0.010779375360617715
48,0.01074359827344456
49,0.010711441757858441
50,0.010683462744758974
51,0.010653894559870805
52,0.010716292195983471
53,0.010656365624038122
54,0.010646332225572038
55,0.010602889662628533
56,0.01061463823682198
57,0.0106299930622661
58,0.010565208491458688
59,0.010557046100016563
60,0.010566697866525702
61,0.01056051652838466
62,0.010545980665952928
63,0.010485709885195378
64,0.010490786118973647
65,0.010557674862925083
66,0.01045818279387169
67,0.01050886947421297
68,0.010485013706549522
69,0.010438077792685518
70,0.010419320415264817
71,0.010463737051493378
72,0.010427830400325919
73,0.010419121462731593
74,0.01037300217856643
75,0.010396427755314176
76,0.010398831148381514
77,0.010404658734157522
78,0.010349358732421552
79,0.010364629158009123
80,0.01036691858923884
81,0.01036836481302656
82,0.010349859443483173
83,0.010353660411251488
84,0.010344155082699431
85,0.010330853483048819
86,0.010297531922978739
87,0.010327521270962172
88,0.01027961093331537
89,0.010290991504906966
90,0.010309558752323351
91,0.010279817396514518
92,0.01029647177746219
93,0.010266219395943868
94,0.010292035657712209
95,0.010252351937715405
96,0.010252592514359182
97,0.01025702868918738
98,0.01025589824884489
99,0.010250303784124953
100,0.010233516874973493
101,0.01023504820962747
102,0.010220660467541987
103,0.010218484252090416
104,0.010203450697884765
105,0.010206824999743251
106,0.01023390868137921
107,0.010216360290845236
108,0.010183867708008776
109,0.010209609223629838
110,0.010209282459591025
111,0.010174848389641573
112,0.010220391565673453
113,0.010190281496253065
114,0.010172193839905723
115,0.010181044889313559
116,0.010195214731959246
117,0.010170452777416475
118,0.01016975101083517
119,0.01017730305552162
120,0.010170147473853763
121,0.01016616638028814
122,0.010170115668687129
123,0.010158173875102112
124,0.0101672544053966
125,0.01016913946237295
126,0.01016417129706311
127,0.010157674581052796
128,0.010152941429486839
129,0.010149154772040665
130,0.010119643372793993
131,0.010141958302307514
132,0.010173097112646667
133,0.010149348967818803
134,0.010133653017942624
135,0.010130086643320898
136,0.010134380601186266
137,0.010148347740972875
138,0.010129911945231499
139,0.010121923861324145
140,0.010129596196836042
141,0.010124541128114346
142,0.01011673185814132
143,0.010126904844837163
144,0.010120741642450774
145,0.010143526529352511
146,0.010118068436220769
147,0.010134943130035554
148,0.01012266648592808
149,0.010112167215876041
150,0.0101341691308765
151,0.01011000944161287
152,0.010116125376875042
153,0.010098465588144076
154,0.010119199011755247
155,0.010135986461674655
156,0.010095660104065813
157,0.010110341403032503
158,0.010102321523972738
159,0.01010753461710548
160,0.01009432853309698
161,0.01009139770101155
162,0.010109115101557264
163,0.010114966090568292
164,0.01010310169189207
165,0.010092274796578192
166,0.010093648557461078
167,0.010114021459093658
168,0.010106862212220827
169,0.010087919271280688
170,0.010112461103226549
171,0.010100888358729502
172,0.01010649544136819
173,0.010101956665836355
174,0.010094030449787775
175,0.010111340772240393
176,0.01008859411963532
177,0.010104391583672134
178,0.010097272453769561
179,0.010107115461861575
180,0.010090653429068225
181,0.0100969823618089
182,0.010126224278362208
183,0.010097724275403125
184,0.010083448507332353
