epoch,loss
1,0.007706199651179107
2,0.0029582271925257067
3,0.002624215869157982
4,0.0025481987392346438
5,0.002511815870177153
6,0.00248137355277129
7,0.002464125378002577
8,0.002448872916901822
9,0.0024314954463937953
10,0.0024202734762219153
11,0.002409105444007822
12,0.002401642058916447
13,0.002389901016494664
14,0.002381291612178859
15,0.002377772257607335
16,0.0023692498204496014
17,0.002364901840970244
18,0.0023594060107348653
19,0.0023528866642845503
20,0.002347659549939082
21,0.002344453774179425
22,0.002340342344083797
23,0.002334778479067013
24,0.0023336643129801544
25,0.002329082850663377
26,0.002326359662264252
27,0.002322481058941692
28,0.0023219021206335798
29,0.002316863538371042
30,0.002314161879214151
